Kanji,Heisig Keyword,English Meaning,stroke count,Heisig RTK Index,RTK2 Index,2k1KO Index,Opt Vocab Sort Index,Kanji Learner Course Index,KanKen (Jun1=1.5) (Jun2=2.5),Freq.,Number (KANJIDIC),JIS,Kana,Joyo ON (* = not common),Joyo On (Kanji),Joyo On (Kana),Joyo Kun (Kanji),Joyo Kun (Kana),Primitive look-up data.,Japan Primitive Look-up,Joyo Kun (* = not common),All Kana,2k1KO Book
坑,pit,"pit, hole ",7,306,221,1875,1875,1641,3,2095,849,3923,コウ    ,コウ,"[坑道, 炭坑, 廃坑]","[こうどう, たんこう, はいこう]",,,",pit,soil,dirt,ground,whirlwind,top hat,wind,",",nabebuta,tsukue,tukue,tsuchi,tuti,kaze,",,コウ    ,4 2k1KO
塚,hillock,"hillock, mound ",12,1039,622,1876,1876,2203,2.5,890,1925,444D,チョウ    つか    -づか    ,,,,塚,つか,",hillock,soil,dirt,ground,crown,pig,sow,",",wakanmuri,tsuchi,tuti,buta,inoko,",つか,チョウ    つか    -づか    Name Readings:  ずか    つ    ,4 2k1KO
壇,podium,"podium, stage, rostrum, terrace ",16,587,718,1877,1877,1958,3,1468,1823,4345,ダン    タン    ,ダン、タン*,"[壇上, 花壇, 文壇];  [土壇場]","[だんじょう, かだん, ぶんだん]; [どたんば]",,,",podium,soil,dirt,ground,Churchill,top hat,-times,pent in,mouth,nightbreak,sun,day,one,floor,",",ichi,iti,nabebuta,kuchi,kuti,kunigamae,tsuchi,tuti,nichi,jitsu,",,ダン    タン    ,4 2k1KO
譜,musical score,"musical score, music, note, staff, table, genealogy ",19,1787,341,1878,1878,1086,2.5,1772,2422,4968,フ    ,フ,"[系譜, 楽譜, 年譜]","[けいふ, がくふ, ねんぷ]",,,",musical score,say,words,keitai,mouth,universal,row,sun,day,",",kuchi,kuti,nichi,jitsu,kotoba,gonben,",,フ    ,4 2k1KO
詠,recitation,"recitation, poem, song, composing ",12,345,196,1879,1879,1693,3,2029,145,3153,エイ    よ.む    うた.う    ,エイ,"[詠嘆, 詠草, 朗詠]","[えいたん, えいくさ, ろうえい]",詠む,よ.む,",recitation,say,words,keitai,mouth,eternity,drop,water,",",tenn,kuchi,kuti,mizu,sanzui,kotoba,gonben,",よ-む,エイ    よ.む    うた.う    Name Readings:  うた    え    ええ    ,4 2k1KO
謁,audience,"audience, audience (with king) ",15,452,1213,1880,1880,2271,2.5,2958,152,315A,エツ    ,エツ,"[謁見, 拝謁, 謁する]","[えっけん, はいえつ, えつする]",,,",audience,say,words,keitai,mouth,mexican bandit,muchacho,siesta,sun,day,aroma,bound up,spoon,sitting on the ground,",",tsutsumigamae,tutumigamae,saji,kuchi,kuti,nichi,jitsu,kotoba,gonben,",,エツ    ,4 2k1KO
謹,discreet,"discreet, reverently, humbly ",17,1576,413,1881,1881,1733,2.5,1982,628,3660,キン    つつし.む    ,キン,"[謹慎, 謹賀, 謹呈]","[きんしん, きんが, きんてい]",謹む,つつし.む,",discreet,say,words,keitai,mouth,cabbage,flowers,mouth,grow up,",",kuchi,kuti,kusa,kotoba,gonben,",つつし-む,キン    つつし.む    ,4 2k1KO
諦,give up,"abandon, give up ",16,2716,2311,1882,1882,1420,1.5,2176,1972,447C,テイ    タイ    あき.らめる    あきら.める    つまびらか    まこと    ,テイ,,,諦める,あきら.める,",give up,say,words,keitai,mouth,sovereign,vase,stand up,apron,crown,towel,",",wakanmuri,kuchi,kuti,haba,tatsu,kotoba,gonben,",あきら-める,テイ    タイ    あき.らめる    あきら.める    つまびらか    まこと    ,4 2k1KO
諭,rebuke,"rebuke, admonish, charge, warn, persuade ",16,352,180,1883,1883,946,2.5,1581,2727,4D21,ユ    さと.す    ,ユ,"[諭旨, 教諭, 説諭]","[ゆし, きょうゆ, せつゆ]",諭す,さと.す,",rebuke,say,words,keitai,mouth,meeting of butchers,moon,month,flesh,part of the body,sword,sabre,saber,",",rittou,kuchi,kuti,tsuki,getsu,kotoba,gonben,",さと-す,ユ    さと.す    Name Readings:  ゆう    ,4 2k1KO
誓,vow,"vow, swear, pledge ",14,1133,1981,1884,1884,1701,2.5,1681,1536,4040,セイ    ちか.う    ,セイ,"[誓約, 誓詞, 宣誓]","[せいやく, せいし, せんせい]",誓う,ちか.う,",vow,fold,finger,fingers,axe,say,words,keitai,mouth,",",kuchi,kuti,te,tehen,ono,kotoba,gonben,",ちか-う,セイ    ちか.う    ,4 2k1KO
誉,reputation,"reputation, praise, honor, glory ",13,1939,1877,1885,1885,1246,4,1192,2758,4D40,ヨ    ほま.れ    ほ.める    ,ヨ,"[名誉, 栄誉]","[めいよ, えいよ]",誉,ほまれ,",reputation,owl,tool,say,words,keitai,mouth,",",kuchi,kuti,kotoba,gonben,",ほまれ,ヨ    ほま.れ    ほ.める    Name Readings:  え    たか    たけ    ほまれ    ほめ    ほん    ,4 2k1KO
俵,bag,"bag, bale, sack, counter for bags ",10,1547,357,1886,1886,1355,6,1677,2372,4936,ヒョウ    たわら    ,ヒョウ,"[一俵, 土俵]","[いちたわら, どひょう]",俵,たわら,",bag,person,surface,grow up,scarf,",",hito,ninben,",たわら,ヒョウ    たわら    ,4 2k1KO
佐,assistant,"assistant, help ",7,952,897,1887,1887,2218,2.5,374,960,3A34,サ    ,サ,"[佐幕, 補佐, 大佐]","[さまく, ほさ, たいさ]",,,",assistant,person,left,by one’s side,craft,",",hito,ninben,takumi,",,サ    Name Readings:  すけ    ,4 2k1KO
仙,hermit,"hermit, wizard, cent ",5,986,1092,1888,1888,1003,2.5,1195,1575,4067,セン    セント    ,セン,"[仙骨, 仙人, 酒仙]","[せんほね, せんにん, さけせん]",,,",hermit,person,mountain,",",hito,ninben,yama,",,セン    セント    Name Readings:  そま    のり    ,4 2k1KO
伯,chief,"chief, count, earl, uncle, Brazil ",7,967,94,1889,1889,1184,2.5,1630,2238,476C,ハク    ,ハク,"[伯仲, 画伯]","[はくちゅう, がはく]",,,",chief,person,white,dove,",",hito,ninben,shiro,",,ハク    Name Readings:  いき    えき    か    き    は    ひろ    ,4 2k1KO
侍,waiter,"waiter, samurai, wait upon, serve ",8,976,1435,1890,1890,388,3,1849,1122,3B78,ジ    シ    さむらい    はべ.る    ,ジ,"[侍従, 侍女, 侍医]","[じじゅう, じじょ, じい]",侍,さむらい,",waiter,person,Buddhist temple,soil,dirt,ground,glue,",",hito,ninben,tsuchi,tuti,sunn,",さむらい,ジ    シ    さむらい    はべ.る    Name Readings:  かみ    ,4 2k1KO
儒,Confucian,Confucian ,16,1166,367,1891,1891,2113,2.5,2315,1212,3C74,ジュ    ,ジュ,"[儒学, 儒教, 儒者]","[じゅがく, じゅきょう, じゅしゃ]",,,",confucian,person,demand,rain,weather,comb,",",hito,ninben,shikashite,ame,",,ジュ    ,4 2k1KO
佳,excellent,"excellent, beautiful, good, pleasing, skilled ",8,970,1388,1892,1892,1901,3,1526,222,3242,カ    ,カ,"[佳作, 佳人, 絶佳]","[かさく, かじん, ぜつか]",,,",excellent,person,ivy,square jewel,soil,dirt,ground,soil2,dirt2,ground2,",",hito,ninben,tsuchi,tuti,",,カ    Name Readings:  けい    よし    ,4 2k1KO
仁,humanity,"humanity, virtue, benevolence, charity, man, kernel ",4,988,32,1893,1893,1094,5,1299,1456,3F4E,ジン    ニ    ニン    ,ジン、ニ*,"[仁義, 仁術];  [仁王]","[じんぎ, ひとしじゅつ]; [におう]",,,",humanity,person,two,",",ni,hito,ninben,",,ジン    ニ    ニン    Name Readings:  きみ    く    さと    しのぶ    じ    と    のり    ひと    ひとし    ひろ    まさ    まさし    やす    よし    ,4 2k1KO
侯,marquis,"marquis, lord, daimyo ",9,1639,416,1894,1894,1673,2.5,2263,836,3874,コウ    ,コウ,"[諸侯, 王侯]","[しょこう, おうこう]",,,",marquis,person,key,dart,drop,heavens,",",tenn,hito,ninben,ya,",,コウ    ,4 2k1KO
伴,consort,"consort, accompany, bring with, companion ",7,1203,169,1895,1895,743,3,1003,2284,483C,ハン    バン    ともな.う    ,ハン、バン,"[同伴, 随伴];  [伴奏, 伴食]","[どうはん, ずいはん]; [ばんそう, はんしょく]",伴う,ともな.う,",consort,person,half,",",hito,ninben,",ともな-う,ハン    バン    ともな.う    Name Readings:  とも    ,4 2k1KO
畔,paddy ridge,"paddy ridge, levee ",10,1204,168,1896,1896,1404,3,2125,2298,484A,ハン    あぜ    ,ハン,[湖畔],[こはん],,,",paddy-ridge,rice field,brains,half,",",den,ta,",,ハン    あぜ    Name Readings:  ぐろ    ,4 2k1KO
奉,dedicate,"observance, offer, present, dedicate ",8,1573,797,1897,1897,2103,3,1507,2528,4A74,ホウ    ブ    たてまつ.る    まつ.る    ほう.ずる    ,ホウ、ブ*,"[奉納, 奉仕, 信奉];  [奉行]","[ほうのう, ほうし, しんぽう]; [ぶぎょう]",奉る,たてまつ.る,",observance,dedicate,bonsai,cornstalk,",",",たてまつ-る,ホウ    ブ    たてまつ.る    まつ.る    ほう.ずる    Name Readings:  とも    やす    ,4 2k1KO
俸,stipend,"stipend, salary ",10,1574,798,1898,1898,2106,2.5,2044,2524,4A70,ホウ    ,ホウ,"[俸給, 年俸, 本俸]","[ほうきゅう, ねんぽう, ほんぽう]",,,",stipend,person,observance,dedicate,bonsai,cornstalk,",",hito,ninben,",,ホウ    ,4 2k1KO
奏,play music,"play music, speak to a ruler, complete ",9,1571,1990,1899,1899,2104,5,1058,1651,4155,ソウ    かな.でる    ,ソウ,"[奏楽, 演奏, 合奏]","[そうらく, えんそう, がっそう]",奏でる,かな.でる,",play music,bonsai,heavens,",",",かな-でる,ソウ    かな.でる    Name Readings:  すすむ    ,4 2k1KO
泰,peaceful,"peaceful, calm, peace, easy, Thailand ",10,1570,1818,1900,1900,2105,2.5,1300,1749,4259,タイ    ,タイ,"[泰然, 泰斗, 安泰]","[たいぜん, たいと, あんたい]",,,",peaceful,bonsai,grains of rice,",",mizu,sanzui,",,タイ    Name Readings:  た    はす    ひろ    や    やす    やすし    ゆたか    よし    ,4 2k1KO
巻,scroll,"scroll, volume, book, part, roll up, wind up, tie, coil, counter for texts (or book scrolls) ",9,1207,1791,1901,1901,458,5,746,388,342C,カン    ケン    ま.く    まき    ま.き    ,カン,"[巻頭, 圧巻, 一巻]","[かんとう, あっかん, いっかん]",巻き; 巻く,ま.き; ま.く,",scroll,quarter,snake,self,",",onore,",ま-く、ま-き,カン    ケン    ま.く    まき    ま.き    ,4 2k1KO
拳,fist,fist ,10,2917,3082,1902,1902,1248,2,1879,751,377D,ケン    ゲン    こぶし    ,ケン,,,拳,こぶし,",fist,quarter,hand,",",te,tehen,",こぶし,ケン    ゲン    こぶし    ,4 2k1KO
陶,pottery,"pottery, porcelain ",11,1966,1919,1903,1903,1372,3,1622,2079,462B,トウ    ,トウ,"[陶器, 陶酔, 薫陶]","[とうき, とうすい, くんとう]",,,",pottery,pinnacle,parthenon,acropolis,bound up,tin can,noon,sign of the horse,shovel,",",ukebako,tsutsumigamae,tutumigamae,hotogi,kozato,",,トウ    Name Readings:  す    すえ    ,4 2k1KO
陛,highness,"highness, steps (of throne) ",10,1310,1857,1904,1904,1431,5,1697,2481,4A45,ヘイ    ,ヘイ,,,,,",highness,pinnacle,parthenon,acropolis,compare,spoon,sitting on the ground,soil,dirt,ground,spoon2,sitting on the ground2,",",saji,tsuchi,tuti,hi,kuraberu,kozato,",,ヘイ    ,4 2k1KO
陵,mausoleum,"mausoleum, imperial tomb ",11,1518,1946,1905,1905,1438,3,1832,2865,4E4D,リョウ    みささぎ    ,リョウ,"[陵墓, 丘陵]","[りょうはか, きゅうりょう]",陵,みささぎ,",mausoleum,pinnacle,parthenon,acropolis,Mao,soil,dirt,ground,human legs,walking legs,",",hitoashi,hitoasi,tsuchi,tuti,natsuashi,natuasi,kozato,",みささぎ,リョウ    みささぎ    ,4 2k1KO
隆,hump,"hump, high, noble, prosperity ",11,1561,2176,1906,1906,1376,3,1122,2840,4E34,リュウ    ,リュウ,"[隆起, 隆盛, 興隆]","[りゅうき, りゅうせい, こうりゅう]",,,",hump,pinnacle,parthenon,acropolis,walking legs,life,This is Your Life,cell,drop,grow up,",",tenn,natsuashi,natuasi,nama,umareru,kozato,",,リュウ    Name Readings:  お    たか    たかし    ,4 2k1KO
陳,line up,"exhibit, state, relate, explain ",11,1301,1330,1907,1907,1373,3,1386,1916,4444,チン    ひ.ねる    ,チン,"[陳列, 陳謝, 開陳]","[ちんれつ, ちんしゃ, かいちん]",,,",exhibit,line up,pinnacle,parthenon,acropolis,east,tree,wood,sun,day,",",nichi,jitsu,ki,moku,kozato,",,チン    ひ.ねる    Name Readings:  のぶ    ,4 2k1KO
阪,Heights,"heights, slope ",7,1294,1238,1908,1908,376,1.5,461,1009,3A65,ハン    さか    ,ハン,,,阪,さか,",heights,pinnacle,parthenon,acropolis,anti-,demonstration,cliff,crotch,",",gandare,mata,kozato,",さか,ハン    さか    ,4 2k1KO
肖,resemblance,resemblance ,7,114,725,1909,1909,1288,2.5,1929,1367,3E53,ショウ    あやか.る    ,ショウ,"[肖像, 不肖]","[しょうぞう, ふしょう]",,,",resemblance,spark,candle,small,little,moon,month,flesh,part of the body,",",chiisai,tsuki,getsu,",,ショウ    あやか.る    ,4 2k1KO
宵,wee hours,"wee hours, evening, early night ",10,189,728,1910,1910,1293,2.5,2019,1328,3E2C,ショウ    よい    ,ショウ,[徹宵],[とおるしょう],宵,よい,",wee hours,house,resemblance,spark,candle,small,little,moon,month,flesh,part of the body,",",ukanmuri,chiisai,tsuki,getsu,",よい,ショウ    よい    ,4 2k1KO
窃,stealth,"stealth, steal, secret, private, hushed ",9,1322,505,1911,1911,1566,2.5,1965,1568,4060,セツ    ぬす.む    ひそ.か    ,セツ,"[窃盗, 窃取]","[せっとう, せつしゅ]",,,",stealth,hole,house,human legs,cut,seven,sword,dagger,",",hitoashi,hitoasi,katana,ukanmuri,ana,",,セツ    ぬす.む    ひそ.か    ,4 2k1KO
窮,hard up,"hard up, destitute, suffer, perplexed, cornered ",15,1326,2049,1912,1912,1711,2.5,1741,541,3567,キュウ    キョウ    きわ.める    きわ.まる    きわ.まり    きわ.み    ,キュウ,"[窮極, 窮屈, 困窮]","[きゅうきょく, きゅうくつ, こんきゅう]",窮まる; 窮める,きわ.まる; きわ.める,",hard up,hole,house,human legs,somebody,nose,bow,",",hitoashi,hitoasi,ukanmuri,yumi,ana,mizukara,mihen,",きわ-める、きわ-まる,キュウ    キョウ    きわ.める    きわ.まる    きわ.まり    きわ.み    ,4 2k1KO
宰,superintend,"superintend, manager, rule ",10,1499,2088,1913,1913,1463,2.5,1778,983,3A4B,サイ    ,サイ,"[宰領, 宰相, 主宰]","[さいりょう, さいしょう, しゅさい]",,,",superintend,house,spicy,stand up,vase,ten,needle,",",juu,ukanmuri,tatsu,karai,",,サイ    Name Readings:  ただ    ,4 2k1KO
窯,kiln,"kiln, oven, furnace ",15,1325,1453,1914,1914,1897,2.5,2235,2776,4D52,ヨウ    かま    ,ヨウ,[窯業],[ようぎょう],窯,かま,",kiln,hole,house,human legs,sheep,oven-fire,barbecue,",",hitoashi,hitoasi,ukanmuri,hi,renga,rekka,ana,hitsuji,",かま,ヨウ    かま    ,4 2k1KO
賓,V.I.P.,"V.I.P., guest ",15,511,1972,1915,1915,1962,2.5,1957,2398,4950,ヒン    ,ヒン,"[賓客, 主賓, 来賓]","[ひんきゃく, しゅひん, らいひん]",,,",V.I.P.,house,one,ceiling,few,shellfish,clam,oyster,eye,animal legs,eight,",",ichi,iti,hachi,hati,ukanmuri,me,kaihen,kogai,",,ヒン    ,4 2k1KO
寡,widow,"widow, minority, few ",14,617,485,1916,1916,1961,2.5,2057,229,3249,カ    ,カ,"[寡黙, 寡婦, 多寡]","[かもく, かふ, たか]",,,",widow,house,head,page,animal legs,eight,sword,dagger,",",hachi,hati,katana,ukanmuri,oogai,peeji,",,カ    ,4 2k1KO
冠,crown,"crown, best, peerless ",9,304,1807,1917,1917,1969,3,1567,383,3427,カン    かんむり    ,カン,"[冠詞, 王冠, 栄冠]","[かんし, おうかん, えいかん]",冠,かんむり,",crown,beginning,two,human legs,glue,",",ni,hitoashi,hitoasi,wakanmuri,sunn,",かんむり,カン    かんむり    Name Readings:  か    かっぷ    まさる    ,4 2k1KO
帝,sovereign,"sovereign, the emperor, god, creator ",9,435,462,1918,1918,1418,3,1131,1955,446B,テイ    みかど    ,テイ,"[帝王, 帝国, 皇帝]","[ていおう, ていこく, こうてい]",,,",sovereign,vase,stand up,apron,crown,towel,",",wakanmuri,haba,tatsu,",,テイ    みかど    ,4 2k1KO
粛,solemn,"solemn, quietly, softly ",11,1733,2085,1919,1919,1613,2.5,1573,1267,3D4D,シュク    スク    つつし.む    ,シュク,"[粛清, 静粛, 自粛]","[しゅくせい, せいしゅく, じしゅく]",,,",solemn,rake,fenceposts,cabers,rice,",",kome,",,シュク    スク    つつし.む    ,4 2k1KO
執,tenacious,"tenacious, take hold, grasp, take to heart ",11,1506,1745,1920,1920,1473,4,888,1153,3C39,シツ    シュウ    と.る    ,シツ、シュウ,"[執務, 執筆, 確執];  [執念, 執心, 我執]","[しつむ, しっぴつ, かくしつ]; [しゅうねん, しゅうしん, がしゅう]",執る,と.る,",tenacious,happiness,ten,needle,stand up,vase,fat man,musashimaru,nine,baseball,drop,ten2,needle2,",",tenn,juu,tatsu,",と-る,シツ    シュウ    と.る    Name Readings:  し    ,4 2k1KO
疎,alienate,"alienate, rough, neglect, shun, sparse ",12,1668,1479,1921,1921,1142,2.5,1636,1632,4142,ソ    ショ    うと.い    うと.む    まば.ら    ,ソ,"[疎密, 疎外, 親疎]","[そみつ, そがい, おやそ]",疎い; 疎む,うと.い; うと.む,",alienate,zoo,critters,stop,footprint,bundle,Chaplin,tree,wood,mouth,",",kuchi,kuti,ki,moku,tomeru,hiki,",うと-い、うと-む,ソ    ショ    うと.い    うと.む    まば.ら    ,4 2k1KO
靴,shoes,shoes ,13,1894,113,1922,1922,593,2.5,1632,662,3724,カ    くつ    ,カ,[製靴],[せいくつ],靴,くつ,",shoes,leather,flowers,car,mouth,ten,needle,change,person,spoon,sitting on the ground,",",hito,ninben,saji,juu,kuchi,kuti,kusa,kuruma,kawahen,",くつ,カ    くつ    ,4 2k1KO
屯,barracks,"barracks, police station, camp ",4,2033,2188,1923,1923,1100,2.5,2112,2122,4656,トン    ,トン,"[駐屯, 駐屯地]","[ちゅうとん, ちゅうとんち]",,,",barracks,earthworm,drop,shovel,fishhook,",",tenn,otsu,otu,ukebako,",,トン    ,4 2k1KO
升,measuring box,"measuring box, 1.8 liter ",4,42,510,1924,1924,1051,2.5,1934,1319,3E23,ショウ    ます    ,ショウ,,,升,ます,",measuring box,thousand,drop,ten,needle,",",tenn,juu,",ます,ショウ    ます    Name Readings:  のぼる    ,4 2k1KO
奔,bustle,"bustle, run ",8,1196,1926,1925,1925,2222,2.5,1919,2597,4B5B,ホン    ,ホン,"[奔走, 奔放, 出奔]","[ほんそう, ほんぽう, しゅつほん]",,,",bustle,large,St. Bernard,haystack,ten,needle,needle3,ten3,",",juu,ookii,",,ホン    ,4 2k1KO
弊,abuse,"abuse, evil, vice, breakage ",15,1041,345,1926,1926,2223,2.5,1758,2476,4A40,ヘイ    ,ヘイ,"[弊害, 旧弊, 疲弊]","[へいがい, きゅうへい, ひへい]",,,",abuse,shredder,small,little,belt,taskmaster,two hands,",",chiisai,nijuuashi,nijuuasi,nobun,tomata,",,ヘイ    ,4 2k1KO
幣,cash,"cash, bad habit, humble prefix, gift, shinto offerings of cloth, rope, cut paper ",15,1040,344,1927,1927,2224,2.5,1950,2474,4A3E,ヘイ    ぬさ    ,ヘイ,"[貨幣, 紙幣, 御幣担ぎ]","[かへい, しへい, おへいかつぎ]",,,",cash,shredder,small,little,belt,taskmaster,towel,",",chiisai,haba,nobun,tomata,",,ヘイ    ぬさ    Name Readings:  しで    ,4 2k1KO
斤,ax,"axe, 1.32 lb, catty, counter for loaves of bread ",4,1125,2198,1928,1928,193,3,3182,616,3654,キン    T2おの    ,キン,[斤量],[きんりょう],,,",axe,",",ono,",,キン    T2おの    ,4 2k1KO
斥,reject,"reject, retreat, recede, withdraw, repel, repulse ",5,1138,1761,1929,1929,1707,3,2185,1549,404D,セキ    しりぞ.ける    ,セキ,"[斥候, 排斥]","[せっこう, はいせき]",,,",reject,axe,drop,",",tenn,ono,",,セキ    しりぞ.ける    ,4 2k1KO
后,empress,"empress, queen, after, behind, back, later ",6,1861,1857,1930,1930,2193,5,1864,847,3921,コウ    ゴ    きさき    ,コウ,"[皇后, 皇太后]","[こうごう, こうたいごう]",,,",empress,drag,one,ceiling,mouth,",",ichi,iti,kuchi,kuti,",,コウ    ゴ    きさき    ,4 2k1KO
匠,artisan,"artisan, workman, carpenter ",6,1693,1819,1931,1931,1802,3,1522,1318,3E22,ショウ    たくみ    ,ショウ,"[師匠, 巨匠, 意匠]","[ししょう, きょしょう, いしょう]",,,",artisan,box,axe,",",hako,ono,",,ショウ    たくみ    ,4 2k1KO
匿,hide,"hide, shelter, shield ",10,1692,2190,1932,1932,1803,3,1752,2099,463F,トク    かくま.う    ,トク,"[匿名, 隠匿]","[とくめい, いんとく]",,,",hide,box,young,flowers,right,by one’s side,mouth,",",hako,kuchi,kuti,kusa,",,トク    かくま.う    ,4 2k1KO
朱,vermilion,"vermilion, cinnabar, scarlet, red, bloody ",6,221,182,1933,1933,566,4,1721,1203,3C6B,シュ    あけ    ,シュ,"[朱肉, 朱筆, 朱塗り]","[しゅにく, しゅひつ, しゅぬり]",,,",vermillion,drop,not yet,one,tree,wood,",",ichi,iti,tenn,ki,moku,",,シュ    あけ    Name Readings:  あ    あか    あき    す    ,4 2k1KO
珠,pearl,"pearl, gem, jewel ",10,258,184,1934,1934,1207,2.5,1711,1206,3C6E,シュ    たま    ,シュ,"[珠玉, 珠算, 真珠]","[しゅぎょく, しゅざん, しんじゅ]",,,",pearl,king,jewel,ball,vermillion,drop,not yet,one,tree,wood,",",ichi,iti,tenn,ki,moku,tama,",,シュ    たま    Name Readings:  す    とも    ま    み    ,4 2k1KO
琴,harp,"harp, koto ",12,1591,2151,1935,1935,1772,2.5,1509,619,3657,キン    こと    ,キン,"[琴線, 木琴, 手風琴]","[きんせん, きこん, てかぜこん]",琴,こと,",harp,king,jewel,ball,now,clock,king2,jewel2,ball2,",",tama,",こと,キン    こと    ,4 2k1KO
滋,nourishing,"nourishing, more & more, be luxuriant, planting, turbidity ",12,1388,211,1936,1936,2180,2.5,1562,1130,3C22,ジ    ,ジ,"[滋味, 滋養]","[じみ, じよう]",,,",nourishing,water,water droplets,water pistol,double-mysterious,mothballs,horns,one,cocoon,cocoon2,",",ichi,iti,itogashira,itogasira,mizu,sanzui,",,ジ    Name Readings:  し    しげ    しげる    ,4 2k1KO
慈,mercy,mercy ,13,1389,209,1937,1937,2179,3,1448,1126,3B7C,ジ    いつく.しむ    ,ジ,"[慈愛, 慈善, 慈悲]","[じあい, じぜん, じひ]",慈しむ,いつく.しむ,",mercy,double-mysterious,mothballs,horns,one,cocoon,heart,cocoon2,",",ichi,iti,itogashira,itogasira,kokoro,",いつく-しむ,ジ    いつく.しむ    Name Readings:  しげ    ちか    めぐみ    よし    ,4 2k1KO
憾,remorse,"remorse, regret, be sorry ",16,631,519,1938,1938,1216,2.5,1908,400,3438,カン    うら.む    ,カン,[遺憾],[いかん],,,",remorse,Freud,state of mind,emotion,march,mouth,heart,",",kuchi,kuti,kokoro,risshinben,hoko,",,カン    うら.む    ,4 2k1KO
忌,mourning,"mourning, abhor, detestable, death anniversary ",7,599,1230,1939,1939,1864,3,1886,463,3477,キ    い.む    い.み    い.まわしい    ,キ,"[忌避, 忌中, 禁忌]","[きひ, きちゅう, きんき]",忌まわしい; 忌む,い.まわしい; い.む,",mourning,snake,self,heart,",",onore,kokoro,",い-む、い-まわしい,キ    い.む    い.み    い.まわしい    Name Readings:  いまわ    ,4 2k1KO
愁,distress,"distress, grieve, lament, be anxious ",13,901,483,1940,1940,1316,2.5,1996,1227,3D25,シュウ    うれ.える    うれ.い    ,シュウ,"[愁傷, 哀愁, 憂愁]","[しゅうしょう, あいしゅう, ゆうしゅう]",愁い; 愁える,うれ.い; うれ.える,",distress,autumn,wheat,cereal,fire,heart,",",kokoro,hi,renga,rekka,nogi,",うれ-える、うれ-い,シュウ    うれ.える    うれ.い    ,4 2k1KO
悠,remote,"permanence, distant, long time, leisure ",11,958,1959,1941,1941,1677,2.5,1800,2736,4D2A,ユウ    ,ユウ,"[悠然, 悠長, 悠々]","[ゆうぜん, ゆうちょう, ゆう]",,,",permanence,remote,person,stick,fred astaire,taskmaster,heart,",",hito,ninben,kokoro,nobun,tomata,",,ユウ    Name Readings:  ゆ    ,4 2k1KO
慰,consolation,"consolation, amusement, seduce, cheer, make sport of, comfort, console ",15,1096,359,1942,1942,2125,3,1374,54,3056,イ    なぐさ.める    なぐさ.む    ,イ,"[慰安, 慰問, 慰労]","[いあん, いもん, いろう]",慰む; 慰める,なぐさ.む; なぐさ.める,",consolation,military officer,flag,altar,show,two,small,glue,heart,",",ni,sunn,chiisai,kabane,kokoro,shimesu,nehen,",なぐさ-める、なぐさ-む,イ    なぐさ.める    なぐさ.む    ,4 2k1KO
懲,penal,"penal, chastise, punish, discipline ",18,888,329,1943,1943,2191,2.5,1405,1888,4428,チョウ    こ.りる    こ.らす    こ.らしめる    ,チョウ,"[懲罰, 懲戒, 懲役]","[ちょうばつ, ちょうかい, ちょうえき]",懲らしめる; 懲らす; 懲りる,こ.らしめる; こ.らす; こ.りる,",penal,indications,sherpa,Nelson,column,going,line,mountain,king,jewel,ball,taskmaster,heart,",",yama,gyouninben,kokoro,nobun,tomata,tama,gyougamae,",こ-りる、こ-らす、こ-らしめる,チョウ    こ.りる    こ.らす    こ.らしめる    ,4 2k1KO
懇,sociable,"sociable, kind, courteous, hospitable, cordial ",17,1970,420,1944,1944,2207,2.5,1387,949,3A29,コン    ねんご.ろ    ,コン,"[懇切, 懇親会]","[こんせつ, こんしんかい]",懇ろ,ねんご.ろ,",sociable,skunk,silver,heart,",",kokoro,ushitora,kon,mujina,",ねんご-ろ,コン    ねんご.ろ    ,4 2k1KO
墾,groundbreaking,"ground-breaking, open up farmland ",16,1971,421,1945,1945,2206,3,2719,946,3A26,コン    ,コン,[開墾],[かいこん],,,",groundbreaking,skunk,silver,soil,dirt,ground,",",tsuchi,tuti,ushitora,kon,mujina,",,コン    ,4 2k1KO
